,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,title,link,source,text,date,language,toxicity
668,668,832,832,"Κωνσταντίνος Αργυρός - Ελπίδα - Official Music Video - Konstantinos Argiros ""Elpida""",https://www.youtube.com/watch?v=2tfbx59a_dM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Perfect  Konstantinos is international singer love from Turkey,2023-03-27,en,1
669,669,833,833,"Κωνσταντίνος Αργυρός - Ελπίδα - Official Music Video - Konstantinos Argiros ""Elpida""",https://www.youtube.com/watch?v=2tfbx59a_dM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"LOVE THIS SONG SO MUCH !!! Greetings to all, YASSAS....from Germania ",2023-11-13,en,1
670,670,834,834,"Κωνσταντίνος Αργυρός - Ελπίδα - Official Music Video - Konstantinos Argiros ""Elpida""",https://www.youtube.com/watch?v=2tfbx59a_dM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"beautiful song, greetings from Romania ",2023-06-27,en,1
671,671,835,835,"Κωνσταντίνος Αργυρός - Ελπίδα - Official Music Video - Konstantinos Argiros ""Elpida""",https://www.youtube.com/watch?v=2tfbx59a_dM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Merci pour la belle chanson., c'est magnifique.",2023-08-27,other,1
672,672,836,836,"Κωνσταντίνος Αργυρός - Ελπίδα - Official Music Video - Konstantinos Argiros ""Elpida""",https://www.youtube.com/watch?v=2tfbx59a_dM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Bravo Konstantinos, love the song, you’re definitely my favorite Greek singer",2023-03-27,en,1
673,673,837,837,"Κωνσταντίνος Αργυρός - Ελπίδα - Official Music Video - Konstantinos Argiros ""Elpida""",https://www.youtube.com/watch?v=2tfbx59a_dM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Another hit! Cheers from Serbia!,2023-05-27,el,1
674,674,838,838,"Κωνσταντίνος Αργυρός - Ελπίδα - Official Music Video - Konstantinos Argiros ""Elpida""",https://www.youtube.com/watch?v=2tfbx59a_dM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Bravo Costantino. Mi piace la tua musica.,2023-06-27,other,1
675,675,839,839,"Κωνσταντίνος Αργυρός - Ελπίδα - Official Music Video - Konstantinos Argiros ""Elpida""",https://www.youtube.com/watch?v=2tfbx59a_dM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Wunderschönes Lied toller Sänger.I love Greec Music,2023-09-27,el,1
676,676,840,840,"Κωνσταντίνος Αργυρός - Ελπίδα - Official Music Video - Konstantinos Argiros ""Elpida""",https://www.youtube.com/watch?v=2tfbx59a_dM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Greetings from Albania 🇦🇱,2023-07-27,el,1
677,677,841,841,"Κωνσταντίνος Αργυρός - Ελπίδα - Official Music Video - Konstantinos Argiros ""Elpida""",https://www.youtube.com/watch?v=2tfbx59a_dM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Love from BULGARIAI can't wait for your concert on May 16 in Sofia,2023-03-27,en,1
678,678,842,842,"Κωνσταντίνος Αργυρός - Ελπίδα - Official Music Video - Konstantinos Argiros ""Elpida""",https://www.youtube.com/watch?v=2tfbx59a_dM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"What a nice song, don't understand but the rhythm is rly nice. Ty for the lyrics",2023-11-18,en,1
679,679,843,843,"Κωνσταντίνος Αργυρός - Ελπίδα - Official Music Video - Konstantinos Argiros ""Elpida""",https://www.youtube.com/watch?v=2tfbx59a_dM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Everybody tells me to flip a page
and to forget about you as time goes by.
It's been months since I last saw you,
and yet you are still here.

Everybody advises me to flip a page
and to get myself occupied with something else.
I live and breathe holding onto the hope
that there will be the day that you will come.

You got me spending the night in booze and hangover once again.
The sentiment cannot surprise me,
my head is bowed down, my mind feels blurry
and the laughter has been wiped out from the face.

I hang around with buddies, I exorcise yours scent from my life
into brand new kisses and perfumes.
How could we remain friends if I can't wipe out from my lips
your name through other women's names ?

Everybody asks from me not to insist
because you would stay here if you loved me ;
that I should not wait anymore since you aren't coming back
and that I'm wasting my time away.

Everybody advises me to flip a page
and to get myself occupied with something else.
I live and breathe holding onto the hope
that there will be the day that you will come.

You got me spending the night in booze and hangover once again.
The sentiment cannot surprise me,
my head is bowed down, my mind feels blurry
and the laughter has been wiped out from the face.

I hang around with buddies, I exorcise yours scent from my life
into brand new kisses and perfumes.
How could we remain friends if I can't wipe out from my lips
your name through other women's names ?
...to cast your name away through other lips...
...to erase you from my mind with other women's names...",2023-11-06,en,1
680,680,844,844,Αξέχαστα Ελληνικά Λαϊκά τραγούδια για Παλιά καλά γούστα,https://www.youtube.com/watch?v=72HeZMq8LqA&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,HAPPY NATIONAL DAY GREECE!! GOD BLESS You All!! PEACE and LOVE IN THE WORLD!! ️️🇬🇷🇷🇴️️,2022-11-27,en,1
681,681,845,845,Αξέχαστα Ελληνικά Λαϊκά τραγούδια για Παλιά καλά γούστα,https://www.youtube.com/watch?v=72HeZMq8LqA&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Y,2023-03-27,el,1
682,682,846,846,Αξέχαστα Ελληνικά Λαϊκά τραγούδια για Παλιά καλά γούστα,https://www.youtube.com/watch?v=72HeZMq8LqA&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,4 400 ;,2023-10-27,el,1
683,683,847,847,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Love this mix,2023-03-27,en,1
684,684,848,848,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Super mix !!! i love it !   Efaristo Thank you,2023-04-27,en,1
685,685,849,849,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Bravoo gia this epilogies sou  apithana tragoudia,2023-05-27,en,1
686,686,850,850,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"SUPER SELECTION MIX A""LA""GREEK
",2023-04-27,other,1
687,687,851,851,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,cool mix,2023-04-27,el,1
688,688,852,852,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,I love GREECE,2023-04-27,el,1
689,689,853,853,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,FOBERO!!!!!!!!!!!!!!!!!!!!!!!!!!!,2023-04-27,el,1
690,690,858,858,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Teleio, anti na kimitho meraklothika",2023-10-30,greeklish,1
691,691,859,859,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Gia su re niko dinno me ta soukse sou,2023-10-30,greeklish,1
692,692,860,860,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Supeeer ,2023-10-27,el,1
693,693,861,861,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,The song around 19 minutes...what is it called?,2023-05-27,en,1
694,694,863,863,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,6min Name please?,2023-09-27,el,1
695,695,864,864,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,pot  likiadopoulos    mice mix,2023-04-27,el,1
696,696,866,866,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,To  akouo gia na kimitho,2023-10-27,greeklish,1
697,697,869,869,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Apithana tragoudia bravo file apo nea yorky,2023-05-27,greeklish,1
698,698,870,870,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,mairalo kaifi popo ipaipoxa tragouzia ,2023-08-27,el,1
699,699,872,872,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Pou ine i omorphes  ellinides?,2023-10-27,el,1
700,700,873,873,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Kalo,2023-05-27,el,1
701,701,874,874,KAPSE TO MAGAZI 2K23 [ Bouzoukia Live Mix II ] by NIKKOS DINNO | Ελληνικά Μπουζούκια,https://www.youtube.com/watch?v=eEMlppeJt7k&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,7:03 32:00,2023-06-27,el,1
702,702,876,876,ΕΝΤΕΧΝΑ ΕΛΛΗΝΙΚΑ ΤΡΑΓΟΥΔΙΑ MIX ♫ by TiMDoDiNi4,https://www.youtube.com/watch?v=CFWWol4983c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,I ove you baby I miss ️ you......,2023-06-27,el,1
703,703,877,877,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Ooooopa alaaaa beautiful beautiful beautiful thanks a million for these great songs special one Notis Sfakanakies and his for passing a way the legend Stratus, file vege o stratus this song I believe that no one well forget it. Hope new  Greek generation don’t forget what the singers did I mean all Greek singers, finally I would like to thank you all",2022-11-27,en,1
704,704,878,878,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,songs for every taste that will never be forgotten...thank you always for posting such great selections...les kai akouo tin diskothiki mou...well now the hard drive...cd den iparhoune sto spiti mou pia. nasai kala panta linda mas.,2022-11-27,en,1
705,705,880,880,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Гугл переведёт вам : немного знаю язык эллинов , но живу с рождения на территории славян ! 
Но главное , что хочу сказать: уходит богатый мир , полный гармонии и человечности . Какие мелодии , слова , чувства , переживания - и это навсегда уходит , приходит бездуховность и извращения , 
Грецию давно втянули - сейчас на этом пути Россия и Украина ! 
Идёт геноцид человечества ! 
И падут народы , культура , которых очеловечила , обогатив все народы знаниями , науки и познание Бога ! 
Сейчас уничтожают православие на Украине ! 
Дело останется за Афоном !",2022-12-27,other,1
706,706,881,881,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Lovely lovely lovely ️️️️️️,2022-11-27,el,1
707,707,883,883,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song, Greece ️️️,2022-11-27,el,1
708,708,884,884,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Linda kai pali Linda eiperoxa!  gia sou apo to Israel. Mazal,2023-05-27,greeklish,1
709,709,886,886,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Pane pame filoi ellines and ellinides greetings to my good friendds stin omorfi ellada mas usa ️ zaharias Papanikolaou USSF thrylos ️,2022-11-27,en,1
710,710,888,888,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,.!!,2022-11-27,el,1
711,711,891,891,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,!!!!!!,2023-03-27,el,1
712,712,892,892,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Where is the location of this street in the picture above?,2022-11-27,en,1
713,713,894,894,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,pame ligo,2023-11-06,greeklish,1
714,714,895,895,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Ise kathigitis file !,2022-11-27,el,1
715,715,896,896,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Ах васкопулос гиати ефигес Липа ме.,2022-11-27,el,1
716,716,897,897,Παρέα στα Λαδάδικα ..... με αγαπημένα λαϊκά τραγούδια (by Elias),https://www.youtube.com/watch?v=CkjsOT9Pc5c&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Linta,2023-11-18,el,1
717,717,898,898,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"AWESOME MIX, LOVE IT!",2020-11-27,en,1
718,718,899,899,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Greek music is great and surely world-class music, I love Greek music and songs very much. Orhan Baki from Istanbul.",2021-11-27,en,1
719,719,900,900,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Beautiful music
Nice Set ️
Thanks 🇬🇷",2022-11-27,en,1
720,720,901,901,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Super tragodia! ️🇬🇷,2020-11-27,el,1
721,721,902,902,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Always in My Heart , Greece",2019-11-27,en,1
722,722,903,903,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Love Greek music Love Greek people  Love Greece , but baklava is our :))))",2023-10-27,en,1
723,723,904,904,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Halkousis for ever!!!!!!!!!!!!!!,2018-11-27,en,1
724,724,905,905,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Eimai Ellinida tou eksoterikou but every time I hear this music I want to abandon everything and come to my greatest love with is GREECE, AGAPH MOU, you're in my veins, you're on my DNA, I will fight for you  I will die for you!!! I am so proud to be HELLENIC!!!",2020-11-27,en,1
725,725,906,906,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Forever Greek,2018-11-27,el,1
726,726,908,908,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Azerbaycandan salamlar ,2019-11-27,el,1
727,727,909,909,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,СТРАХОТНА МУЗИКА ОБИЧАМ ВИ,2020-11-27,el,1
728,728,911,911,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,GREAT,2019-11-27,en,1
729,729,913,913,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,the best,2019-11-27,en,1
730,730,914,914,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,SUPER,2018-11-27,el,1
731,731,915,915,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Bravo Best Musik,2022-11-27,el,1
732,732,917,917,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Bravo,2020-11-27,el,1
733,733,918,918,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,to kalitero mixs pou eho akusi,2020-11-27,greeklish,1
734,734,919,919,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,suuuperrrr,2020-11-27,el,1
735,735,920,920,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,.mix for ever,2021-11-27,en,1
736,736,922,922,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,️,2019-11-27,el,1
737,737,923,923,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,️️️️️️,2022-12-27,el,1
738,738,924,924,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Afta einai Ellinika Bravo megale,2019-11-27,greeklish,1
739,739,925,925,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Can someone tell me the name of the song/singer at min.36. Thank you,2019-11-27,en,1
740,740,926,926,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Ine telio!!!!!!!!,2018-11-27,el,1
741,741,928,928,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,️️️️️️️️,2023-02-27,el,1
742,742,931,931,GREEK LOVE HITS | ΡΥΘΜΟΣ 949 | NON STOP MIX BY NIKOS HALKOUSIS,https://www.youtube.com/watch?v=niVBSgERjbs&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2018-11-27,el,1
